Domain,Area,Year,Unit,Value,Flag Description
Fertilizers by Product,El Salvador,2019,t,1219.66,Official figure
Fertilizers by Product,El Salvador,2020,t,2231.28,Official figure
Fertilizers by Product,El Salvador,2021,t,1939.14,Official figure
Fertilizers by Product,El Salvador,2020,t,41.84,Official figure
Fertilizers by Product,El Salvador,2021,t,0.0,Official figure
Fertilizers by Product,El Salvador,2003,t,13170.0,Imputed value
Fertilizers by Product,El Salvador,2005,t,46169.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,14070.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,19157.0,Imputed value
Fertilizers by Product,El Salvador,2008,t,23176.66,Imputed value
Fertilizers by Product,El Salvador,2009,t,21942.0,Imputed value
Fertilizers by Product,El Salvador,2010,t,38268.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,38691.0,Imputed value
Fertilizers by Product,El Salvador,2016,t,361.8,Official figure
Fertilizers by Product,El Salvador,2017,t,967.31,Official figure
Fertilizers by Product,El Salvador,2018,t,2350.0,Official figure
Fertilizers by Product,El Salvador,2019,t,884.64,Official figure
Fertilizers by Product,El Salvador,2020,t,535.5,Official figure
Fertilizers by Product,El Salvador,2021,t,49.5,Official figure
Fertilizers by Product,El Salvador,2019,t,20.51,Official figure
Fertilizers by Product,El Salvador,2020,t,0.0,Official figure
Fertilizers by Product,El Salvador,2021,t,0.0,Official figure
Fertilizers by Product,El Salvador,2015,t,29746.06,Official figure
Fertilizers by Product,El Salvador,2016,t,11562.94,Official figure
Fertilizers by Product,El Salvador,2017,t,11586.85,Official figure
Fertilizers by Product,El Salvador,2018,t,189.85,Official figure
Fertilizers by Product,El Salvador,2019,t,3.97,Official figure
Fertilizers by Product,El Salvador,2020,t,0.0,Official figure
Fertilizers by Product,El Salvador,2021,t,0.0,Official figure
Fertilizers by Product,El Salvador,2005,t,2.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,29.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,59.0,Imputed value
Fertilizers by Product,El Salvador,2020,t,20.0,Official figure
Fertilizers by Product,El Salvador,2021,t,0.0,Official figure
Fertilizers by Product,El Salvador,2005,t,36.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,24649.0,Imputed value
Fertilizers by Product,El Salvador,2008,t,5499.5,Imputed value
Fertilizers by Product,El Salvador,2009,t,3910.0,Imputed value
Fertilizers by Product,El Salvador,2010,t,10628.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,8478.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,19072.02,Official figure
Fertilizers by Product,El Salvador,2016,t,11470.79,Official figure
Fertilizers by Product,El Salvador,2017,t,20988.99,Official figure
Fertilizers by Product,El Salvador,2018,t,22953.64,Official figure
Fertilizers by Product,El Salvador,2019,t,14908.08,Official figure
Fertilizers by Product,El Salvador,2020,t,15772.36,Official figure
Fertilizers by Product,El Salvador,2021,t,5950.0,Official figure
Fertilizers by Product,El Salvador,2006,t,631.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,338.0,Imputed value
Fertilizers by Product,El Salvador,2008,t,293.0,Imputed value
Fertilizers by Product,El Salvador,2009,t,71.0,Imputed value
Fertilizers by Product,El Salvador,2010,t,348.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,199.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,39.5,Official figure
Fertilizers by Product,El Salvador,2016,t,61.0,Official figure
Fertilizers by Product,El Salvador,2017,t,37.0,Official figure
Fertilizers by Product,El Salvador,2018,t,23.6,Official figure
Fertilizers by Product,El Salvador,2019,t,2.0,Official figure
Fertilizers by Product,El Salvador,2020,t,37.0,Official figure
Fertilizers by Product,El Salvador,2021,t,0.0,Official figure
Fertilizers by Product,El Salvador,2005,t,125.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,168.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,74.0,Imputed value
Fertilizers by Product,El Salvador,2008,t,54.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,54.22,Official figure
Fertilizers by Product,El Salvador,2016,t,62.68,Official figure
Fertilizers by Product,El Salvador,2019,t,22.5,Official figure
Fertilizers by Product,El Salvador,2020,t,30.0,Official figure
Fertilizers by Product,El Salvador,2021,t,5.95,Official figure
Fertilizers by Product,El Salvador,2016,t,102.6,Official figure
Fertilizers by Product,El Salvador,2017,t,25.0,Official figure
Fertilizers by Product,El Salvador,2005,t,49300.0,Imputed value
Fertilizers by Product,El Salvador,2006,t,36019.0,Imputed value
Fertilizers by Product,El Salvador,2007,t,41159.0,Imputed value
Fertilizers by Product,El Salvador,2008,t,60958.78,Imputed value
Fertilizers by Product,El Salvador,2009,t,35817.0,Imputed value
Fertilizers by Product,El Salvador,2010,t,44619.0,Imputed value
Fertilizers by Product,El Salvador,2011,t,37552.0,Imputed value
Fertilizers by Product,El Salvador,2015,t,34135.63,Official figure
Fertilizers by Product,El Salvador,2016,t,33719.86,Official figure
Fertilizers by Product,El Salvador,2017,t,56299.39,Official figure
Fertilizers by Product,El Salvador,2018,t,41570.68,Official figure
Fertilizers by Product,El Salvador,2019,t,14679.66,Official figure
Fertilizers by Product,El Salvador,2020,t,29171.26,Official figure
Fertilizers by Product,El Salvador,2021,t,20463.6,Official figure
Fertilizers by Product,El Salvador,2006,t,11645.0,Imputed value
Fertilizers by Product,Eritrea,2010,t,785.0,Imputed value
Fertilizers by Product,Eritrea,2011,t,1700.0,Imputed value
Fertilizers by Product,Eritrea,2010,t,102.0,Imputed value
Fertilizers by Product,Eritrea,2011,t,21.0,Imputed value
Fertilizers by Product,Eritrea,2007,t,3648.0,Imputed value
Fertilizers by Product,Eritrea,2009,t,3000.0,Imputed value
Fertilizers by Product,Eritrea,2006,t,12.0,Imputed value
Fertilizers by Product,Eritrea,2010,t,13.0,Imputed value
Fertilizers by Product,Eritrea,2011,t,4.0,Imputed value
Fertilizers by Product,Eritrea,2005,t,3121.0,Imputed value
Fertilizers by Product,Estonia,2004,t,47992.0,Imputed value
Fertilizers by Product,Estonia,2005,t,19038.0,Imputed value
Fertilizers by Product,Estonia,2006,t,18702.0,Imputed value
Fertilizers by Product,Estonia,2007,t,20684.0,Imputed value
Fertilizers by Product,Estonia,2009,t,51336.0,Imputed value
Fertilizers by Product,Estonia,2010,t,68645.7,Imputed value
Fertilizers by Product,Estonia,2011,t,75229.0,Imputed value
Fertilizers by Product,Estonia,2004,t,718.0,Imputed value
Fertilizers by Product,Estonia,2005,t,762.0,Imputed value
Fertilizers by Product,Estonia,2006,t,278.0,Imputed value
Fertilizers by Product,Estonia,2007,t,61.0,Imputed value
Fertilizers by Product,Estonia,2009,t,3371.0,Imputed value
Fertilizers by Product,Estonia,2010,t,3649.0,Imputed value
Fertilizers by Product,Estonia,2011,t,16835.0,Imputed value
Fertilizers by Product,Estonia,2004,t,1790.0,Imputed value
Fertilizers by Product,Estonia,2005,t,215.0,Imputed value
Fertilizers by Product,Estonia,2006,t,1430.0,Imputed value
Fertilizers by Product,Estonia,2007,t,5864.0,Imputed value
Fertilizers by Product,Estonia,2008,t,6494.0,Imputed value
Fertilizers by Product,Estonia,2009,t,18349.0,Imputed value
Fertilizers by Product,Estonia,2010,t,2371.15,Imputed value
Fertilizers by Product,Estonia,2011,t,7556.0,Imputed value
Fertilizers by Product,Estonia,2004,t,2329.0,Imputed value
Fertilizers by Product,Estonia,2005,t,84.0,Imputed value
Fertilizers by Product,Estonia,2006,t,79.0,Imputed value
Fertilizers by Product,Estonia,2007,t,108.0,Imputed value
Fertilizers by Product,Estonia,2008,t,157.0,Imputed value
Fertilizers by Product,Estonia,2009,t,46.0,Imputed value
Fertilizers by Product,Estonia,2010,t,73.8,Imputed value
Fertilizers by Product,Estonia,2011,t,290.0,Imputed value
Fertilizers by Product,Estonia,2004,t,9176.0,Imputed value
Fertilizers by Product,Estonia,2005,t,12200.0,Imputed value
Fertilizers by Product,Estonia,2006,t,2773.0,Imputed value
Fertilizers by Product,Estonia,2007,t,7025.0,Imputed value
Fertilizers by Product,Estonia,2008,t,4619.0,Imputed value
Fertilizers by Product,Estonia,2009,t,2100.0,Imputed value
Fertilizers by Product,Estonia,2010,t,2385.09,Imputed value
Fertilizers by Product,Estonia,2011,t,1877.0,Imputed value
Fertilizers by Product,Estonia,2005,t,53900.0,Imputed value
Fertilizers by Product,Estonia,2006,t,84831.0,Imputed value
Fertilizers by Product,Estonia,2007,t,82891.0,Imputed value
Fertilizers by Product,Estonia,2008,t,70040.0,Imputed value
Fertilizers by Product,Estonia,2009,t,29659.0,Imputed value
Fertilizers by Product,Estonia,2010,t,84782.51,Imputed value
Fertilizers by Product,Estonia,2011,t,106127.0,Imputed value
Fertilizers by Product,Estonia,2005,t,17059.0,Imputed value
Fertilizers by Product,Estonia,2006,t,19398.0,Imputed value
Fertilizers by Product,Estonia,2007,t,1493.0,Imputed value
Fertilizers by Product,Estonia,2008,t,4419.0,Imputed value
Fertilizers by Product,Estonia,2009,t,1636.0,Imputed value
Fertilizers by Product,Estonia,2005,t,1057.0,Imputed value
Fertilizers by Product,Estonia,2006,t,1256.0,Imputed value
Fertilizers by Product,Estonia,2007,t,623.0,Imputed value
Fertilizers by Product,Estonia,2008,t,21.0,Imputed value
Fertilizers by Product,Estonia,2009,t,62.0,Imputed value
Fertilizers by Product,Estonia,2010,t,53.99,Imputed value
Fertilizers by Product,Estonia,2011,t,38.0,Imputed value
Fertilizers by Product,Estonia,2004,t,13722.0,Imputed value
Fertilizers by Product,Estonia,2005,t,9253.0,Imputed value
Fertilizers by Product,Estonia,2006,t,6479.0,Imputed value
Fertilizers by Product,Estonia,2007,t,4478.0,Imputed value
Fertilizers by Product,Estonia,2009,t,1.0,Imputed value
Fertilizers by Product,Estonia,2010,t,1469.37,Imputed value
Fertilizers by Product,Estonia,2011,t,1898.0,Imputed value
Fertilizers by Product,Estonia,2004,t,66.0,Imputed value
Fertilizers by Product,Estonia,2005,t,68.0,Imputed value
Fertilizers by Product,Estonia,2006,t,12.0,Imputed value
Fertilizers by Product,Estonia,2007,t,41.0,Imputed value
Fertilizers by Product,Estonia,2008,t,32.0,Imputed value
Fertilizers by Product,Estonia,2010,t,325.36,Imputed value
Fertilizers by Product,Estonia,2011,t,46.0,Imputed value
Fertilizers by Product,Estonia,2004,t,51.0,Imputed value
Fertilizers by Product,Estonia,2005,t,14.0,Imputed value
Fertilizers by Product,Estonia,2006,t,8.0,Imputed value
Fertilizers by Product,Estonia,2007,t,2.0,Imputed value
Fertilizers by Product,Estonia,2010,t,9.33,Imputed value
Fertilizers by Product,Estonia,2011,t,792.0,Imputed value
Fertilizers by Product,Estonia,2007,t,96.0,Imputed value
Fertilizers by Product,Estonia,2008,t,18.0,Imputed value
Fertilizers by Product,Estonia,2010,t,20.08,Imputed value
Fertilizers by Product,Estonia,2011,t,64.0,Imputed value
Fertilizers by Product,Estonia,2005,t,68.0,Imputed value
Fertilizers by Product,Estonia,2006,t,37.0,Imputed value
Fertilizers by Product,Estonia,2007,t,4.0,Imputed value
Fertilizers by Product,Estonia,2008,t,893.0,Imputed value
Fertilizers by Product,Estonia,2009,t,50.0,Imputed value
Fertilizers by Product,Estonia,2010,t,2.49,Imputed value
Fertilizers by Product,Estonia,2011,t,3.0,Imputed value
Fertilizers by Product,Estonia,2004,t,11421.0,Imputed value
Fertilizers by Product,Estonia,2010,t,5156.09,Imputed value
Fertilizers by Product,Estonia,2011,t,2065.0,Imputed value
Fertilizers by Product,Estonia,2005,t,8.0,Imputed value
Fertilizers by Product,Ethiopia,2002,t,239.0,Imputed value
Fertilizers by Product,Ethiopia,2003,t,283.0,Imputed value
Fertilizers by Product,Ethiopia,2004,t,99140.0,Official figure
Fertilizers by Product,Ethiopia,2005,t,128914.0,Official figure
Fertilizers by Product,Ethiopia,2007,t,259020.0,Official figure
Fertilizers by Product,Ethiopia,2008,t,265768.0,Official figure
Fertilizers by Product,Ethiopia,2009,t,278239.0,Official figure
Fertilizers by Product,Ethiopia,2010,t,352309.0,Official figure
Fertilizers by Product,Ethiopia,2011,t,350233.0,Official figure
Fertilizers by Product,Ethiopia,2015,t,330544.0,Official figure
Fertilizers by Product,Ethiopia,2016,t,205942.0,Official figure
Fertilizers by Product,Ethiopia,2017,t,121086.0,Official figure
Fertilizers by Product,Ethiopia,2017,t,927509.9,Official figure
Fertilizers by Product,Ethiopia,2002,t,134546.0,Imputed value
Fertilizers by Product,Ethiopia,2003,t,53750.0,Imputed value
Fertilizers by Product,Ethiopia,2002,t,80.0,Imputed value
Fertilizers by Product,Ethiopia,2003,t,1834.0,Imputed value
Fertilizers by Product,Ethiopia,2004,t,245.0,Imputed value
Fertilizers by Product,Ethiopia,2005,t,1477.0,Imputed value
Fertilizers by Product,Ethiopia,2003,t,15.0,Imputed value
Fertilizers by Product,Ethiopia,2004,t,82875.0,Imputed value
Fertilizers by Product,Ethiopia,2005,t,25070.0,Imputed value
Fertilizers by Product,Ethiopia,2015,t,222673.0,Official figure
Fertilizers by Product,Ethiopia,2016,t,463960.0,Official figure
Fertilizers by Product,Ethiopia,2017,t,588937.0,Official figure
Fertilizers by Product,Ethiopia,2018,t,821826.0,Official figure
Fertilizers by Product,Ethiopia,2020,t,47.97,Official figure
Fertilizers by Product,Ethiopia,2003,t,18.0,Imputed value
Fertilizers by Product,Ethiopia,2002,t,10.0,Imputed value
Fertilizers by Product,Ethiopia,2003,t,12.0,Imputed value
Fertilizers by Product,Ethiopia,2002,t,2.0,Imputed value
Fertilizers by Product,Ethiopia,2002,t,179922.0,Imputed value
Fertilizers by Product,Ethiopia,2003,t,60398.0,Imputed value
Fertilizers by Product,Ethiopia,2004,t,13916.0,Official figure
Fertilizers by Product,Ethiopia,2005,t,15967.0,Official figure
Fertilizers by Product,Ethiopia,2007,t,129121.0,Official figure
Fertilizers by Product,Ethiopia,2008,t,138988.0,Official figure
Fertilizers by Product,Ethiopia,2009,t,148437.0,Official figure
Fertilizers by Product,Ethiopia,2010,t,201576.0,Official figure
Fertilizers by Product,Ethiopia,2011,t,200345.0,Official figure
Fertilizers by Product,Ethiopia,2015,t,305610.0,Official figure
Fertilizers by Product,Ethiopia,2016,t,473258.0,Official figure
Fertilizers by Product,Ethiopia,2017,t,515311.0,Official figure
Fertilizers by Product,Ethiopia,2018,t,556027.0,Official figure
Fertilizers by Product,Ethiopia,2020,t,68.0,Official figure
Fertilizers by Product,Faroe Islands,2017,t,20.14,Official figure
Fertilizers by Product,Faroe Islands,2018,t,73.67,Official figure
Fertilizers by Product,Faroe Islands,2019,t,28.63,Official figure
Fertilizers by Product,Faroe Islands,2020,t,24.34,Official figure
Fertilizers by Product,Faroe Islands,2017,t,416.6,Official figure
Fertilizers by Product,Faroe Islands,2018,t,490.19,Official figure
Fertilizers by Product,Faroe Islands,2019,t,144.59,Official figure
Fertilizers by Product,Faroe Islands,2020,t,219.55,Official figure
Fertilizers by Product,Faroe Islands,2017,t,0.0,Official figure
Fertilizers by Product,Faroe Islands,2018,t,0.0,Official figure
Fertilizers by Product,Faroe Islands,2019,t,5.86,Official figure
Fertilizers by Product,Faroe Islands,2020,t,0.0,Official figure
Fertilizers by Product,Faroe Islands,2017,t,4.21,Official figure
Fertilizers by Product,Faroe Islands,2018,t,2.14,Official figure
Fertilizers by Product,Faroe Islands,2019,t,7.88,Official figure
Fertilizers by Product,Faroe Islands,2020,t,117.01,Official figure
Fertilizers by Product,Faroe Islands,2017,t,1.14,Official figure
Fertilizers by Product,Faroe Islands,2018,t,1106.49,Official figure
Fertilizers by Product,Faroe Islands,2019,t,1039.63,Official figure
Fertilizers by Product,Faroe Islands,2020,t,1382.48,Official figure
Fertilizers by Product,Faroe Islands,2017,t,27.88,Official figure
Fertilizers by Product,Faroe Islands,2018,t,17.87,Official figure
Fertilizers by Product,Faroe Islands,2019,t,14.36,Official figure
Fertilizers by Product,Faroe Islands,2020,t,82.69,Official figure
Fertilizers by Product,Faroe Islands,2017,t,0.0,Official figure
Fertilizers by Product,Faroe Islands,2018,t,0.06,Official figure
Fertilizers by Product,Faroe Islands,2019,t,1.1,Official figure
Fertilizers by Product,Faroe Islands,2020,t,0.03,Official figure
Fertilizers by Product,Faroe Islands,2017,t,514.16,Official figure
Fertilizers by Product,Faroe Islands,2018,t,487.31,Official figure
Fertilizers by Product,Faroe Islands,2019,t,625.51,Official figure
Fertilizers by Product,Faroe Islands,2020,t,2431.56,Official figure
Fertilizers by Product,Faroe Islands,2017,t,0.0,Official figure
Fertilizers by Product,Faroe Islands,2018,t,0.0,Official figure
Fertilizers by Product,Faroe Islands,2019,t,0.0,Official figure
Fertilizers by Product,Faroe Islands,2020,t,0.5,Official figure
Fertilizers by Product,Fiji,2002,t,10260.0,Imputed value
Fertilizers by Product,Fiji,2003,t,735.0,Imputed value
Fertilizers by Product,Fiji,2004,t,1944.0,Imputed value
Fertilizers by Product,Fiji,2005,t,992.0,Imputed value
Fertilizers by Product,Fiji,2006,t,665.0,Imputed value
Fertilizers by Product,Fiji,2008,t,128.0,Imputed value
Fertilizers by Product,Fiji,2009,t,493.0,Imputed value
Fertilizers by Product,Fiji,2010,t,574.0,Imputed value
Fertilizers by Product,Fiji,2011,t,890.0,Imputed value
Fertilizers by Product,Fiji,2002,t,24043.0,Imputed value
Fertilizers by Product,Fiji,2003,t,12480.0,Imputed value
Fertilizers by Product,Fiji,2004,t,32377.0,Imputed value
Fertilizers by Product,Fiji,2005,t,17906.0,Imputed value
Fertilizers by Product,Fiji,2006,t,18000.0,Imputed value
Fertilizers by Product,Fiji,2008,t,30194.0,Imputed value
